Column1,code_2,category,description_2,code_3,description_3,abbreviations,id,link
965,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.72,"Anaplastic large cell lymphoma, ALK-negative intrathoracic lymph nodes",C84 | C84.72 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma |,1781e66b-4c26-5ec0-b480-9eb57168b25e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.72
966,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.73,"Anaplastic large cell lymphoma, ALK-negative intra-abdominal lymph nodes",C84 | C84.73 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma |,f572ba9e-4b9b-5170-aa5d-4625d589d9d2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.73
967,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.74,"Anaplastic large cell lymphoma, ALK-negative lymph nodes of axilla and upper limb",C84 | C84.74 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma |,5484a113-c382-51da-8f54-e9a08097d16e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.74
968,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.75,"Anaplastic large cell lymphoma, ALK-negative lymph nodes of inguinal region and lower limb",C84 | C84.75 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma |,2c92c3e4-fe99-58e0-8708-832aa73cab1c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.75
969,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.76,"Anaplastic large cell lymphoma, ALK-negative intrapelvic lymph nodes",C84 | C84.76 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma |,cd300cdf-114d-5677-a877-a88737dea88c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.76
1111,C90,Multiple myeloma,Multiple myeloma and malignant plasma cell neoplasms,C90.30,Solitary plasmacytoma not having achieved remission,C90 | C90.30  | Solitary plasmacytoma| Osseous plasmacytoma | Bone Plasmacytoma|Myeloma | Multiple Myeloma | ,2ed78d33-e495-5ae5-8f81-1b543a8cca73,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.30
971,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.78,"Anaplastic large cell lymphoma, ALK-negative lymph nodes of multiple sites",C84 | C84.78 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma |,b2b7958c-bc3b-513a-9935-9e5c81e4f544,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.78
972,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.79,"Anaplastic large cell lymphoma, ALK-negative extranodal and solid organ sites",C84 | C84.7 | T cell Lymphoma | NK Cell Lymphoma | T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-Negative ALCL|ALCL-ALK- | T/NK-cell lymphoma | Lymphoma | Lymph nodal anaplastic lymphoma | extra- nodal anaplastic lymphoma |,740bc525-122f-5c06-9af4-7d8719343496,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.79
973,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.7A,"Anaplastic large cell lymphoma, ALK-negative breast",C84 | C84.7A | T cell Lymphoma | NK Cell Lymphoma |Sezary disease | T-cell lymphoma | T cell lymphoma |Peripheral T-cell lymphoma| Peripheral T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-positive ALCL|ALCL-ALK+ |Composite T-cell lymphoma | ALK-negative breast lymphoma |,d748f3de-8642-5725-8634-b02e66256122,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.7A
974,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.7B,"Anaplastic large cell lymphoma, ALK-negative in remission",C84 | C84.7B | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma |Peripheral T-cell lymphoma| Peripheral T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-positive ALCL|ALCL-ALK |,18de05cc-2477-5b3e-9eb3-f402e57d012d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.7B
975,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A,"Cutaneous T-cell lymphoma, unspecified",C84 | C84.A | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma |,1534e9ac-29e7-5564-b3f6-15eab6fbdbca,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A
976,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A0,"Cutaneous T-cell lymphoma, unspecified unspecified site",C84 | C84.A0 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma |,3e0d5250-b9a2-5038-a747-a0df638440b9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A0
977,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A1,"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",C84 | C84.A1 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma |,2cbb80ae-0582-50ae-a34c-e1f6f0adcf15,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A1
978,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A2,"Cutaneous T-cell lymphoma, unspecified intrathoracic lymph nodes",C84 | C84.A2 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma |,02ef2711-4347-55dd-94d4-52ce01341304,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A2
979,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A3,"Cutaneous T-cell lymphoma, unspecified intra-abdominal lymph nodes",C84 | C84.A3 | | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma |,de4f02c3-8931-549e-a6ee-036eb221b6c9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A3
980,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A4,"Cutaneous T-cell lymphoma, unspecified lymph nodes of axilla and upper limb",C84 | C84.A4 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma |,76d13e4b-9d6f-5c71-82e2-b52074acdbf4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A4
981,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A5,"Cutaneous T-cell lymphoma, unspecified lymph nodes of inguinal region and lower limb",C84 | C84.A5 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma |,e389a6a8-0e1c-5288-bdd9-c397073bc53d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A5
982,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A6,"Cutaneous T-cell lymphoma, unspecified intrapelvic lymph nodes",C84 | C84.A6 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma |,089a2c8f-1649-5dc2-a701-3bb4defc426d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A6
983,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A7,"Cutaneous T-cell lymphoma, unspecified spleen",C84 | C84.A7 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma |,fda7ed66-b361-54fa-b6cc-d7fb4b2324c9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A7
1012,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.10,Unspecified B-cell lymphoma unspecified site,C85 | C85.10 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma,2469f7f2-efa7-5a7f-a002-50c1b7f5dcdd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.10
984,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A8,"Cutaneous T-cell lymphoma, unspecified lymph nodes of multiple sites",C84 | C84.A8 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Cutaneous T-cell lymphoma | CTCL | C-TCL | | Cutaneous T cell lymphoma | Cutaneous Tcell lymphoma | Lymph nodal lymphoma | Lymph-nodal lymphoma | ,9e4bb02d-5508-5d3c-a3d0-6128a8f35adf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A8
985,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.A9,"Cutaneous T-cell lymphoma, unspecified extranodal and solid organ sites",C84 | C84.A9 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma |Peripheral T-cell lymphoma| Peripheral T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-positive ALCL|ALCL-ALK+ |Composite T-cell lymphoma |,164aecf0-71fd-5ab2-a1c8-a27ea81096ae,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.A9
986,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.AA,"Cutaneous T-cell lymphoma, unspecified in remission",C84 | C84.AA | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Peripheral T-cell lymphoma| Peripheral T cell lymphoma|Anaplastic large cell lymphoma|CTCL | C-TCL ||ALK-positive ALCL|ALCL-ALK+ |Composite T-cell lymphoma |,b9aac31a-bdc9-564d-9d18-9769c828f3ff,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.AA
987,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z,Other mature T/NK-cell lymphomas,C84 | C84.Z | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma |,21a364ab-b7cc-57af-bcba-ba72f30a81d7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z
988,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z0,Other mature T/NK-cell lymphomas unspecified site,C84 | C84.Z0 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma |,9738aded-0f35-5e72-a642-7014fefcf8ac,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z0
989,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z1,"Other mature T/NK-cell lymphomas lymph nodes of head, face, and neck",C84 | C84.Z1 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,804b66d0-b94f-5b62-b2e8-c80cae03ef6d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z1
990,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z2,Other mature T/NK-cell lymphomas intrathoracic lymph nodes,C84 | C84.Z2 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,8e454f17-aef7-57aa-8edd-0ada01b6058f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z2
991,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z3,Other mature T/NK-cell lymphomas intra-abdominal lymph nodes,C84 | C84.Z3 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,e8206409-0618-5b35-a30e-14188493ce52,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z3
992,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z4,Other mature T/NK-cell lymphomas lymph nodes of axilla and upper limb,C84 | C84.Z4 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,d737e6f2-6d8b-5cc8-a279-955e62945406,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z4
993,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z5,Other mature T/NK-cell lymphomas lymph nodes of inguinal region and lower limb,C84 | C84.Z5 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,5693212e-c160-54ed-b3b1-bec0ac03f7af,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z5
994,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z6,Other mature T/NK-cell lymphomas intrapelvic lymph nodes,C84 | C84.Z6 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,82445e77-f2b5-54e8-a252-fbd6813d9ffa,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z6
995,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z7,Other mature T/NK-cell lymphomas spleen,C84 | C84.Z7 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | T/NK-cell lymphoma of spleen |,e23bc61e-e8c3-5ec8-9ce8-34fc4273ea62,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z7
996,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z8,Other mature T/NK-cell lymphomas lymph nodes of multiple sites,C84 | C84.Z8 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | ,01453aa7-1f0e-5fb4-8a76-1822a8fe36fd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z8
997,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.Z9,Other mature T/NK-cell lymphomas extranodal and solid organ sites,C84 | C84.Z9 | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | T/NK-cell lymphoma of spleen |  extranodal T/NK-cell lymphoma |,9473b745-8765-5184-9e6b-929095a0f30a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.Z9
998,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.ZA,Other mature T/NK-cell lymphomas in remission,C84 | C84.ZA | Lennert's Lymphoma | Lennerts Lymphoma | T-zone Lymphoma | T zone Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | T/NK-cell lymphoma of spleen |  extranodal T/NK-cell lymphoma | extranodal T/NK-cell lymphoma REM |,db2d2c21-8cbb-5efb-beea-19a3d5cca705,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.ZA
999,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.9,"Mature T/NK-cell lymphomas, unspecified",C84 | C84.9 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U,ff3a06ca-4041-5ffc-84dd-8e3216346c9c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.9
1000,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.90,"Mature T/NK-cell lymphomas, unspecified unspecified site",C84 | C84.90 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U,854bda3c-048d-5f37-8361-7931450734de,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.90
1001,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.91,"Mature T/NK-cell lymphomas, unspecified lymph nodes of head, face, and neck",C84 | C84.91 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,63be0706-e210-510c-91af-f08efb4d3406,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.91
1002,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.92,"Mature T/NK-cell lymphomas, unspecified intrathoracic lymph nodes",C84 | C84.92 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,06538964-2680-5a5b-a9b9-fb852eb4a52e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.92
1003,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.93,"Mature T/NK-cell lymphomas, unspecified intra-abdominal lymph nodes",C84 | C84.93 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,90d9d74d-21f2-5d79-8035-137338c6830d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.93
1004,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.94,"Mature T/NK-cell lymphomas, unspecified lymph nodes of axilla and upper limb",C84 | C84.94 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,bfd70ed5-b79d-5395-ba3e-3c3cd525f967,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.94
1005,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.95,"Mature T/NK-cell lymphomas, unspecified lymph nodes of inguinal region and lower limb",C84 | C84.95 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,3b6dbb3f-2471-5b66-9a9a-14d8e1603181,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.95
1006,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.96,"Mature T/NK-cell lymphomas, unspecified intrapelvic lymph nodes",C84 | C84.96 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma |,90b083ab-1df9-59fb-927e-670e0755831b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.96
1007,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.97,"Mature T/NK-cell lymphomas, unspecified spleen",C84 | C84.97 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | T/NK-cell lymphoma of spleen |,c37fc6db-7a45-57b6-a990-aa0a4ab9bc62,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.97
1008,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.98,"Mature T/NK-cell lymphomas, unspecified lymph nodes of multiple sites",C84 | C84.98 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | ,8f212ac1-0e08-5360-a6b8-1debecf76c63,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.98
1009,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.99,"Mature T/NK-cell lymphomas, unspecified extranodal and solid organ sites",C84 | C84.99 | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | ,d1011b95-cce4-5f5a-bbe8-721a0f0bb695,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.99
1010,C84,Lymphoma,Mature T/NK-cell lymphomas,C84.9A,"Mature T/NK-cell lymphomas, unspecified in remission",C84 | C84.9A | T cell Lymphoma | NK Cell Lymphoma | T-cell lymphoma | T cell lymphoma | Lymphoma | T/NK-cell lymphoma | T/NK-cell lymphoma NOS | MTNKL-U | NKCL-U | Lymph nodal T/NK Lymphoma | Lymph nodal T/NK cell lymphoma | Rem-Mature T/NK-cell lymphoma | Rem Mature T/NK-cell lymphoma |,b175f96e-7748-5180-84f8-bbabf2d80f67,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-/C84.9A
1011,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.1,Unspecified B-cell lymphoma,C85 | C85.1 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma,9a541735-27cc-52dc-90b4-7b84b41ce224,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.1
1017,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.15,Unspecified B-cell lymphoma lymph nodes of inguinal region and lower limb,C85 | C85.15 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma,393e5f26-c880-566a-8c1c-7108f24576b0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.15
1018,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.16,Unspecified B-cell lymphoma intrapelvic lymph nodes,C85 | C85.16 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma,7b4485ca-df76-5d1a-af43-dc64ac170860,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.16
1019,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.17,Unspecified B-cell lymphoma spleen,C85 | C85.17 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma,81e991f2-574e-5df1-9da0-102dbb020479,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.17
1020,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.18,Unspecified B-cell lymphoma lymph nodes of multiple sites,C85 | C85.18 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma |,ac1a70f7-d8a8-52ce-b644-5dcb8ef9de6a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.18
