Column1,code_2,Unnamed: 2,description_2,code_3,description_3,id,link,Category
315,C4A,,Merkel cell carcinoma,C4A.1,"Merkel cell carcinoma of eyelid, including canthus",538456f7-1b21-5ace-aff6-0c78de5a3588,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.1,Merkel Cell Carcinoma
316,C4A,,Merkel cell carcinoma,C4A.10,"Merkel cell carcinoma of unspecified eyelid, including canthus",fa1ad138-f975-5a20-92aa-ec89aff16811,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.10,Merkel Cell Carcinoma
317,C4A,,Merkel cell carcinoma,C4A.11,"Merkel cell carcinoma of right eyelid, including canthus",ed1a43b3-88ff-5012-98ba-8f12981200e2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.11,Merkel Cell Carcinoma
318,C4A,,Merkel cell carcinoma,C4A.111,"Merkel cell carcinoma of right upper eyelid, including canthus",26ad20d4-eefc-5a3f-b0aa-535d5f497058,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.111,Merkel Cell Carcinoma
319,C4A,,Merkel cell carcinoma,C4A.112,"Merkel cell carcinoma of right lower eyelid, including canthus",2333523d-0f9b-5749-a71a-0552051c756f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.112,Merkel Cell Carcinoma
320,C4A,,Merkel cell carcinoma,C4A.12,"Merkel cell carcinoma of left eyelid, including canthus",70198c1e-9d3b-51b9-a40e-1248652bcf49,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.12,Merkel Cell Carcinoma
321,C4A,,Merkel cell carcinoma,C4A.121,"Merkel cell carcinoma of left upper eyelid, including canthus",ea729ea3-8126-58a8-bbb8-f97817c7ec14,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.121,Merkel Cell Carcinoma
322,C4A,,Merkel cell carcinoma,C4A.122,"Merkel cell carcinoma of left lower eyelid, including canthus",a1900e92-57ba-51f3-a960-bc6c35866187,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.122,Merkel Cell Carcinoma
323,C4A,,Merkel cell carcinoma,C4A.2,Merkel cell carcinoma of ear and external auricular canal,21894f16-8f1d-54de-8779-e2db326000b9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.2,Merkel Cell Carcinoma
324,C4A,,Merkel cell carcinoma,C4A.20,Merkel cell carcinoma of unspecified ear and external auricular canal,7b3d32cb-2228-51b2-b5ba-47fb95d3df05,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.20,Merkel Cell Carcinoma
325,C4A,,Merkel cell carcinoma,C4A.21,Merkel cell carcinoma of right ear and external auricular canal,0f534eed-21ef-5b47-a569-c43ec0569718,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.21,Merkel Cell Carcinoma
326,C4A,,Merkel cell carcinoma,C4A.22,Merkel cell carcinoma of left ear and external auricular canal,613cd7f0-c646-566d-83f3-4088520d65db,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.22,Merkel Cell Carcinoma
327,C4A,,Merkel cell carcinoma,C4A.3,Merkel cell carcinoma of other and unspecified parts of face,80b9ce49-1d07-58fd-9a5d-a592389fbef5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.3,Merkel Cell Carcinoma
328,C4A,,Merkel cell carcinoma,C4A.30,Merkel cell carcinoma of unspecified part of face,9a9d8300-c23f-572d-b235-6a4d6977c0ad,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.30,Merkel Cell Carcinoma
329,C4A,,Merkel cell carcinoma,C4A.31,Merkel cell carcinoma of nose,fe2cc8dd-1505-57a1-af4f-fa31fba29d97,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.31,Merkel Cell Carcinoma
330,C4A,,Merkel cell carcinoma,C4A.39,Merkel cell carcinoma of other parts of face,9eea054c-5aeb-577b-8e21-44a5e62cbb59,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.39,Merkel Cell Carcinoma
331,C4A,,Merkel cell carcinoma,C4A.4,Merkel cell carcinoma of scalp and neck,541880f3-fccd-55e9-9ea8-e93c1d62a393,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.4,Merkel Cell Carcinoma
332,C4A,,Merkel cell carcinoma,C4A.5,Merkel cell carcinoma of trunk,dfb73b00-e987-571b-bb42-12875c1052fd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.5,Merkel Cell Carcinoma
333,C4A,,Merkel cell carcinoma,C4A.51,Merkel cell carcinoma of anal skin,57d6dc45-9a60-5a04-b848-711d3cb29055,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.51,Merkel Cell Carcinoma
334,C4A,,Merkel cell carcinoma,C4A.52,Merkel cell carcinoma of skin of breast,4749a752-4aff-55c7-8e13-b65a6201d678,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.52,Merkel Cell Carcinoma
335,C4A,,Merkel cell carcinoma,C4A.59,Merkel cell carcinoma of other part of trunk,33aeb527-9e8f-5238-8e67-c8240b6d13e1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.59,Merkel Cell Carcinoma
336,C4A,,Merkel cell carcinoma,C4A.6,"Merkel cell carcinoma of upper limb, including shoulder",b77b9345-7ebf-53f2-a993-7c5082d2bb81,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.6,Merkel Cell Carcinoma
337,C4A,,Merkel cell carcinoma,C4A.60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",b7af568e-0c08-5695-93db-3b946ac3a9fc,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.60,Merkel Cell Carcinoma
338,C4A,,Merkel cell carcinoma,C4A.61,"Merkel cell carcinoma of right upper limb, including shoulder",b8971373-1e95-544a-9480-7e5749c794cd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.61,Merkel Cell Carcinoma
339,C4A,,Merkel cell carcinoma,C4A.62,"Merkel cell carcinoma of left upper limb, including shoulder",86fdb379-2752-5667-959a-704c2690045d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.62,Merkel Cell Carcinoma
340,C4A,,Merkel cell carcinoma,C4A.7,"Merkel cell carcinoma of lower limb, including hip",bb2837ac-70ef-5fc9-9bef-85a5a6faedf5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.7,Merkel Cell Carcinoma
341,C4A,,Merkel cell carcinoma,C4A.70,"Merkel cell carcinoma of unspecified lower limb, including hip",9cb64c2d-e5cb-5181-a1d3-4f3279dc6b61,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.70,Merkel Cell Carcinoma
342,C4A,,Merkel cell carcinoma,C4A.71,"Merkel cell carcinoma of right lower limb, including hip",f784e4bf-7f36-5bc9-9e75-3f8f31483081,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.71,Merkel Cell Carcinoma
343,C4A,,Merkel cell carcinoma,C4A.72,"Merkel cell carcinoma of left lower limb, including hip",11a20b82-3ac9-5f6b-883d-cac8cbbb392d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.72,Merkel Cell Carcinoma
344,C4A,,Merkel cell carcinoma,C4A.8,Merkel cell carcinoma of overlapping sites,46030f24-01ba-593b-b6a8-eb675cdf3ede,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.8,Merkel Cell Carcinoma
345,C4A,,Merkel cell carcinoma,C4A.9,"Merkel cell carcinoma, unspecified",757094f8-4340-5814-bb99-bee9e6c9e8bd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.9,Merkel Cell Carcinoma
346,C46,,Kaposi's sarcoma,C46.0,Kaposi's sarcoma of skin,b901b017-273c-5e25-ac33-fc183d98229e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.0,Kaposi's Sarcoma
347,C46,,Kaposi's sarcoma,C46.1,Kaposi's sarcoma of soft tissue,bee1f07f-6eac-50f3-98ef-f4c0a8d85f7d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.1,Kaposi's Sarcoma
348,C46,,Kaposi's sarcoma,C46.2,Kaposi's sarcoma of palate,4eaf297b-34fd-512a-b5a7-3f40469f8119,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.2,Kaposi's Sarcoma
349,C46,,Kaposi's sarcoma,C46.3,Kaposi's sarcoma of lymph nodes,192fba50-e749-5a54-8227-8511ade8994a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.3,Kaposi's Sarcoma
350,C46,,Kaposi's sarcoma,C46.4,Kaposi's sarcoma of gastrointestinal sites,06d897c6-671c-5e69-a290-1e0c647e0e6b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.4,Kaposi's Sarcoma
351,C46,,Kaposi's sarcoma,C46.5,Kaposi's sarcoma of lung,e0b8545f-3f96-5cfb-a52e-94683069cad6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.5,Kaposi's Sarcoma
352,C46,,Kaposi's sarcoma,C46.50,Kaposi's sarcoma of unspecified lung,36c93617-4e90-570e-a2c8-a70a89eab122,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.50,Kaposi's Sarcoma
353,C46,,Kaposi's sarcoma,C46.51,Kaposi's sarcoma of right lung,76aaa184-5f8a-5ce7-861d-261f8a441e06,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.51,Kaposi's Sarcoma
354,C46,,Kaposi's sarcoma,C46.52,Kaposi's sarcoma of left lung,be3fa485-1e54-580f-b4b3-e6481ee5d517,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.52,Kaposi's Sarcoma
355,C46,,Kaposi's sarcoma,C46.7,Kaposi's sarcoma of other sites,b221a962-37ca-587d-beaf-951f95dd83a3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.7,Kaposi's Sarcoma
356,C46,,Kaposi's sarcoma,C46.9,"Kaposi's sarcoma, unspecified",c470d59c-1fe4-52e1-8270-d5fa87192ba6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-/C46.9,Kaposi's Sarcoma
357,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.0,"Malignant neoplasm of peripheral nerves of head, face and neck",a33c756a-bff5-5d87-a8f4-5477624e22fd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.0,Peripheral Nerve Cancer
358,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.1,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",97742c58-036d-5ae8-acf0-f33cfbcc718a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.1,Peripheral Nerve Cancer
359,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.10,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",a4ec3124-1d17-5fae-8a94-140de7462207,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.10,Peripheral Nerve Cancer
360,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.11,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",14b6bca3-abe2-5363-9170-3f43a28e92cb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.11,Peripheral Nerve Cancer
361,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.12,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",d416e26e-a313-5dfd-83db-0270e012510f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.12,Peripheral Nerve Cancer
362,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.2,"Malignant neoplasm of peripheral nerves of lower limb, including hip",cfe77e91-9672-5998-b575-2aac0b70ba7e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.2,Peripheral Nerve Cancer
363,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.20,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",2f50fe85-0892-5535-b131-d2353f5fa392,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.20,Peripheral Nerve Cancer
364,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.21,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",16f4da36-33a7-58a3-9a1c-e59ef147a3fd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.21,Peripheral Nerve Cancer
578,C70,,Malignant neoplasm of meninges,C70.1,Malignant neoplasm of spinal meninges,0767e596-c5bf-5ccf-a524-8cd688499b21,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C69-C72/C70-/C70.1,Meningeal Cancer
365,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.22,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",6f12d6b9-0bfa-5a0a-a499-312f3a4d13a5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.22,Peripheral Nerve Cancer
366,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.3,Malignant neoplasm of peripheral nerves of thorax,a0b722e3-eda7-5a26-aaf3-899c59d9b619,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.3,Peripheral Nerve Cancer
367,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.4,Malignant neoplasm of peripheral nerves of abdomen,2984366f-42d6-502c-9081-efce803f6530,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.4,Peripheral Nerve Cancer
368,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.5,Malignant neoplasm of peripheral nerves of pelvis,c29a5060-88ff-5a51-a907-8e4dccc7cd09,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.5,Peripheral Nerve Cancer
369,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.6,"Malignant neoplasm of peripheral nerves of trunk, unspecified",5f588131-41fd-5296-ba7e-bb990b07506f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.6,Peripheral Nerve Cancer
370,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.8,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,cab309dd-649f-5184-9938-e6411f2adb49,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.8,Peripheral Nerve Cancer
371,C47,,Malignant neoplasm of peripheral nerves and autonomic nervous system,C47.9,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",5f53d3c5-4f5c-5630-a459-bcd471b0478c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-/C47.9,Peripheral Nerve Cancer
372,C48,,Malignant neoplasm of retroperitoneum and peritoneum,C48.0,Malignant neoplasm of retroperitoneum,7aeaa53b-36d2-5a5d-95cb-2af8b84931ef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C48-/C48.0,Peritoneal Cancer
373,C48,,Malignant neoplasm of retroperitoneum and peritoneum,C48.1,Malignant neoplasm of specified parts of peritoneum,70ca9395-74ef-5d49-805a-ef43d3372d13,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C48-/C48.1,Peritoneal Cancer
374,C48,,Malignant neoplasm of retroperitoneum and peritoneum,C48.2,"Malignant neoplasm of peritoneum, unspecified",ea78e215-ea4b-54d0-80b1-741a1123f859,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C48-/C48.2,Peritoneal Cancer
375,C48,,Malignant neoplasm of retroperitoneum and peritoneum,C48.8,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,85dfbc35-d028-5758-a51c-13f43d038aaa,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C48-/C48.8,Peritoneal Cancer
376,C50,,Malignant neoplasm of breast,C50.0,Malignant neoplasm of nipple and areola,a1457f2a-c9b8-5762-a9de-e30c5196a877,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.0,Breast Cancer
377,C50,,Malignant neoplasm of breast,C50.01,"Malignant neoplasm of nipple and areola, female",c35c5eb2-80bc-511f-ba4a-a3ad4a8d2c28,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.01,Breast Cancer
378,C50,,Malignant neoplasm of breast,C50.011,"Malignant neoplasm of nipple and areola, right female breast",45521bfc-7f8b-5fde-b23f-3ecc94c21411,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.011,Breast Cancer
472,C56,,Malignant neoplasm of ovary,C56.1,Malignant neoplasm of right ovary,a4d26e77-528b-582d-8d7a-b6675b28781b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C56-/C56.1,Ovarian Cancer
379,C50,,Malignant neoplasm of breast,C50.012,"Malignant neoplasm of nipple and areola, left female breast",7590fa00-027f-5e33-8d0e-f1108aec3ad0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.012,Breast Cancer
380,C50,,Malignant neoplasm of breast,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",a99ddce1-eeb5-552e-8f01-cbaa4813d792,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.019,Breast Cancer
381,C50,,Malignant neoplasm of breast,C50.02,"Malignant neoplasm of nipple and areola, male",7fce8034-5335-5108-9d88-05271c1fd0ba,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.02,Breast Cancer
382,C50,,Malignant neoplasm of breast,C50.021,"Malignant neoplasm of nipple and areola, right male breast",f28bbd9f-2b8d-5928-abe6-82e6d916742f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.021,Breast Cancer
383,C50,,Malignant neoplasm of breast,C50.022,"Malignant neoplasm of nipple and areola, left male breast",cfc1bd29-b23f-51ee-8b03-f372afb73b05,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.022,Breast Cancer
384,C50,,Malignant neoplasm of breast,C50.029,"Malignant neoplasm of nipple and areola, unspecified male breast",e91bae57-58eb-56a1-a31e-965db542b866,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.029,Breast Cancer
385,C50,,Malignant neoplasm of breast,C50.1,Malignant neoplasm of central portion of breast,772ac622-0794-5065-b6f1-73a5033a5923,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.1,Breast Cancer
386,C50,,Malignant neoplasm of breast,C50.11,"Malignant neoplasm of central portion of breast, female",e2bcf7c5-8308-5a55-8d33-d0f3da4c226d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.11,Breast Cancer
387,C50,,Malignant neoplasm of breast,C50.111,Malignant neoplasm of central portion of right female breast,c0bf76d1-8985-5dc0-9510-24056bcb5c42,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.111,Breast Cancer
388,C50,,Malignant neoplasm of breast,C50.112,Malignant neoplasm of central portion of left female breast,aad2eab6-fbc7-5bbc-b1c1-35283b337ec9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.112,Breast Cancer
389,C50,,Malignant neoplasm of breast,C50.119,Malignant neoplasm of central portion of unspecified female breast,234bef4c-fad8-5897-ba37-6d155ec3a3a0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.119,Breast Cancer
473,C56,,Malignant neoplasm of ovary,C56.2,Malignant neoplasm of left ovary,46bd8687-ce40-501b-befc-8e5dd9f2b657,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C56-/C56.2,Ovarian Cancer
390,C50,,Malignant neoplasm of breast,C50.12,"Malignant neoplasm of central portion of breast, male",ebbb5384-82da-59c9-acc2-0bf7fb36b05b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.12,Breast Cancer
391,C50,,Malignant neoplasm of breast,C50.121,Malignant neoplasm of central portion of right male breast,6abf3a60-4285-561f-9e4a-a5de0d1dd36b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.121,Breast Cancer
392,C50,,Malignant neoplasm of breast,C50.122,Malignant neoplasm of central portion of left male breast,1738c576-77cc-5c98-a640-adffdb6c160e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.122,Breast Cancer
393,C50,,Malignant neoplasm of breast,C50.129,Malignant neoplasm of central portion of unspecified male breast,f3afb7c3-c571-5f15-a64a-93583b6e8ff2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-/C50.129,Breast Cancer
