Column1,code_2,Unnamed: 2,description_2,code_3,description_3,id,link,Category
210,C44,,Other and unspecified malignant neoplasm of skin,C44.1922,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus",633b1d69-b28e-50ae-93f4-a924fb9640e1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1922,Skin Cancer
211,C44,,Other and unspecified malignant neoplasm of skin,C44.199,"Other specified malignant neoplasm of skin of left eyelid, including canthus",0c06f562-a934-5368-962d-744d9800a84c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.199,Skin Cancer
212,C44,,Other and unspecified malignant neoplasm of skin,C44.1991,"Other specified malignant neoplasm of skin of left upper eyelid, including canthus",a6aeec2b-adaa-5711-b41e-2e668ce27863,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1991,Skin Cancer
213,C44,,Other and unspecified malignant neoplasm of skin,C44.1992,"Other specified malignant neoplasm of skin of left lower eyelid, including canthus",86cbe6d4-b878-51d5-af5b-77a0c562ef9d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1992,Skin Cancer
214,C44,,Other and unspecified malignant neoplasm of skin,C44.2,Other and unspecified malignant neoplasm of skin of ear and external auricular canal,06564930-afdb-5a8a-9d61-13a512739a3e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.2,Skin Cancer
215,C44,,Other and unspecified malignant neoplasm of skin,C44.20,Unspecified malignant neoplasm of skin of ear and external auricular canal,70220fc5-3411-5a1b-af67-1525d2f0190f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.20,Skin Cancer
216,C44,,Other and unspecified malignant neoplasm of skin,C44.201,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,ae76588a-f3bf-55e5-9dc1-c80e3b129f4e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.201,Skin Cancer
217,C44,,Other and unspecified malignant neoplasm of skin,C44.202,Unspecified malignant neoplasm of skin of right ear and external auricular canal,f490268b-a784-5b99-a364-79c400bf7eef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.202,Skin Cancer
218,C44,,Other and unspecified malignant neoplasm of skin,C44.209,Unspecified malignant neoplasm of skin of left ear and external auricular canal,4fd6f87f-d498-57b0-99cd-0bf92a773956,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.209,Skin Cancer
219,C44,,Other and unspecified malignant neoplasm of skin,C44.21,Basal cell carcinoma of skin of ear and external auricular canal,a2f9a163-0ce0-5c90-a9ad-11aa97c0a698,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.21,Skin Cancer
220,C44,,Other and unspecified malignant neoplasm of skin,C44.211,Basal cell carcinoma of skin of unspecified ear and external auricular canal,410eca93-b24a-51a9-ac2a-080a303d7fd7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.211,Skin Cancer
221,C44,,Other and unspecified malignant neoplasm of skin,C44.212,Basal cell carcinoma of skin of right ear and external auricular canal,9aae1fff-c819-549d-b2da-e00b9808a521,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.212,Skin Cancer
222,C44,,Other and unspecified malignant neoplasm of skin,C44.219,Basal cell carcinoma of skin of left ear and external auricular canal,a5decfe2-450a-5fa9-9075-316e7b89df54,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.219,Skin Cancer
223,C44,,Other and unspecified malignant neoplasm of skin,C44.22,Squamous cell carcinoma of skin of ear and external auricular canal,5ae93c6f-4b16-56f1-a954-4aa32f9fee18,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.22,Skin Cancer
224,C44,,Other and unspecified malignant neoplasm of skin,C44.221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal,550a22df-5366-51c5-94d5-0473d200ff1a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.221,Skin Cancer
225,C44,,Other and unspecified malignant neoplasm of skin,C44.222,Squamous cell carcinoma of skin of right ear and external auricular canal,df1e5017-d72c-5d0a-aefd-5046c84ba19d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.222,Skin Cancer
226,C44,,Other and unspecified malignant neoplasm of skin,C44.229,Squamous cell carcinoma of skin of left ear and external auricular canal,6099d9ab-e778-5fc6-bd0c-7cf25825765d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.229,Skin Cancer
227,C44,,Other and unspecified malignant neoplasm of skin,C44.29,Other specified malignant neoplasm of skin of ear and external auricular canal,bb914566-5a34-5c06-a73f-1b46e33264fa,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.29,Skin Cancer
228,C44,,Other and unspecified malignant neoplasm of skin,C44.291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,cf70f72b-5814-5b98-8b65-9adb324f336a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.291,Skin Cancer
229,C44,,Other and unspecified malignant neoplasm of skin,C44.292,Other specified malignant neoplasm of skin of right ear and external auricular canal,6679e306-a037-5547-9040-cb222e3fd47f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.292,Skin Cancer
230,C44,,Other and unspecified malignant neoplasm of skin,C44.299,Other specified malignant neoplasm of skin of left ear and external auricular canal,4d104879-be35-5246-9be5-54295effbc13,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.299,Skin Cancer
231,C44,,Other and unspecified malignant neoplasm of skin,C44.3,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face,b93a9a9a-85e7-54f7-98e3-3ed559f1c5a2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.3,Skin Cancer
232,C44,,Other and unspecified malignant neoplasm of skin,C44.30,Unspecified malignant neoplasm of skin of other and unspecified parts of face,2c6da3e2-58e1-586b-ac56-d1eb7b4ced14,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.30,Skin Cancer
233,C44,,Other and unspecified malignant neoplasm of skin,C44.300,Unspecified malignant neoplasm of skin of unspecified part of face,3b56e5fa-0fb2-574d-a3e7-4f46e7ec8ef8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.300,Skin Cancer
234,C44,,Other and unspecified malignant neoplasm of skin,C44.301,Unspecified malignant neoplasm of skin of nose,79bf539c-48fd-548f-840b-be63c51db64b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.301,Skin Cancer
235,C44,,Other and unspecified malignant neoplasm of skin,C44.309,Unspecified malignant neoplasm of skin of other parts of face,8aa10e28-338f-5757-ba47-e4142be8deeb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.309,Skin Cancer
236,C44,,Other and unspecified malignant neoplasm of skin,C44.31,Basal cell carcinoma of skin of other and unspecified parts of face,21b163cc-5970-552d-b5e6-2908555eb675,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.31,Skin Cancer
237,C44,,Other and unspecified malignant neoplasm of skin,C44.310,Basal cell carcinoma of skin of unspecified parts of face,15acae2b-4f0a-50e6-b72a-9210f676250b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.310,Skin Cancer
238,C44,,Other and unspecified malignant neoplasm of skin,C44.311,Basal cell carcinoma of skin of nose,7b3e4807-7f02-5938-8877-9edec96d29cb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.311,Skin Cancer
239,C44,,Other and unspecified malignant neoplasm of skin,C44.319,Basal cell carcinoma of skin of other parts of face,398de4c0-06ab-58f8-a026-caa940df33d7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.319,Skin Cancer
240,C44,,Other and unspecified malignant neoplasm of skin,C44.32,Squamous cell carcinoma of skin of other and unspecified parts of face,70b03306-5c0f-5d00-957c-6db3d92e0e93,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.32,Skin Cancer
241,C44,,Other and unspecified malignant neoplasm of skin,C44.320,Squamous cell carcinoma of skin of unspecified parts of face,dfdb0ca2-f2c7-5e52-baf3-8dae8ff83106,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.320,Skin Cancer
242,C44,,Other and unspecified malignant neoplasm of skin,C44.321,Squamous cell carcinoma of skin of nose,e3751327-0ba0-5105-a11b-4d33f1e73b0e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.321,Skin Cancer
243,C44,,Other and unspecified malignant neoplasm of skin,C44.329,Squamous cell carcinoma of skin of other parts of face,b9b67a35-a264-531e-9077-c00e19343f9a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.329,Skin Cancer
244,C44,,Other and unspecified malignant neoplasm of skin,C44.39,Other specified malignant neoplasm of skin of other and unspecified parts of face,6ecfc16d-4321-5dd0-9f8e-b332994019c2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.39,Skin Cancer
245,C44,,Other and unspecified malignant neoplasm of skin,C44.390,Other specified malignant neoplasm of skin of unspecified parts of face,e8a19479-e559-5b49-9787-e9fe04a4d259,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.390,Skin Cancer
246,C44,,Other and unspecified malignant neoplasm of skin,C44.391,Other specified malignant neoplasm of skin of nose,3979e7da-dda4-54f2-8e19-28ed8dfdc174,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.391,Skin Cancer
247,C44,,Other and unspecified malignant neoplasm of skin,C44.399,Other specified malignant neoplasm of skin of other parts of face,ab7e9c7f-c5ac-517f-b9e9-199ad9c4acdf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.399,Skin Cancer
248,C44,,Other and unspecified malignant neoplasm of skin,C44.4,Other and unspecified malignant neoplasm of skin of scalp and neck,b0ae7171-6a70-506e-a5b3-a3027511cf57,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.4,Skin Cancer
249,C44,,Other and unspecified malignant neoplasm of skin,C44.40,Unspecified malignant neoplasm of skin of scalp and neck,45191c68-da26-561b-b8aa-2533780af250,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.40,Skin Cancer
250,C44,,Other and unspecified malignant neoplasm of skin,C44.41,Basal cell carcinoma of skin of scalp and neck,a4816448-8f39-5ad5-802d-fb45f68d4622,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.41,Skin Cancer
251,C44,,Other and unspecified malignant neoplasm of skin,C44.42,Squamous cell carcinoma of skin of scalp and neck,c602e8b2-5d74-5ad6-8d59-4fc8273d8187,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.42,Skin Cancer
252,C44,,Other and unspecified malignant neoplasm of skin,C44.49,Other specified malignant neoplasm of skin of scalp and neck,0ed3502c-c0e5-5ef5-9c41-38bfb15f8b29,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.49,Skin Cancer
253,C44,,Other and unspecified malignant neoplasm of skin,C44.5,Other and unspecified malignant neoplasm of skin of trunk,06ab1ca8-c373-561a-93aa-46307f425622,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.5,Skin Cancer
254,C44,,Other and unspecified malignant neoplasm of skin,C44.50,Unspecified malignant neoplasm of skin of trunk,03dfe205-5584-5e0c-b4c9-20ec161f732a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.50,Skin Cancer
255,C44,,Other and unspecified malignant neoplasm of skin,C44.500,Unspecified malignant neoplasm of anal skin,1cc8aae3-0150-5686-9bd7-3b93973d85d5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.500,Skin Cancer
256,C44,,Other and unspecified malignant neoplasm of skin,C44.501,Unspecified malignant neoplasm of skin of breast,2d27c062-7701-5eab-ac0f-e2e21ddfce35,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.501,Skin Cancer
257,C44,,Other and unspecified malignant neoplasm of skin,C44.509,Unspecified malignant neoplasm of skin of other part of trunk,bfeecfe6-6e0f-5506-9a9f-4d09b7a88ca5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.509,Skin Cancer
258,C44,,Other and unspecified malignant neoplasm of skin,C44.51,Basal cell carcinoma of skin of trunk,89d40849-7fcf-5633-8676-11826906ad2b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.51,Skin Cancer
259,C44,,Other and unspecified malignant neoplasm of skin,C44.510,Basal cell carcinoma of anal skin,1ea20a3b-9a52-5b8f-8453-8c088fd3e9c8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.510,Skin Cancer
260,C44,,Other and unspecified malignant neoplasm of skin,C44.511,Basal cell carcinoma of skin of breast,6e5b471f-1526-5558-9325-c8849e24e8e0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.511,Skin Cancer
261,C44,,Other and unspecified malignant neoplasm of skin,C44.519,Basal cell carcinoma of skin of other part of trunk,91d990e8-5f98-5da7-8db4-33ad2d247ea7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.519,Skin Cancer
262,C44,,Other and unspecified malignant neoplasm of skin,C44.52,Squamous cell carcinoma of skin of trunk,c6ae5908-b506-5451-a6c1-9641f5e802e3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.52,Skin Cancer
263,C44,,Other and unspecified malignant neoplasm of skin,C44.520,Squamous cell carcinoma of anal skin,cc1872ae-2b54-5c5d-bbd1-72901ed4ea86,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.520,Skin Cancer
264,C44,,Other and unspecified malignant neoplasm of skin,C44.521,Squamous cell carcinoma of skin of breast,244f1a27-a297-544d-938f-5224ded4a005,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.521,Skin Cancer
265,C44,,Other and unspecified malignant neoplasm of skin,C44.529,Squamous cell carcinoma of skin of other part of trunk,eeb63c43-44a2-520c-9726-edecdad30e61,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.529,Skin Cancer
266,C44,,Other and unspecified malignant neoplasm of skin,C44.59,Other specified malignant neoplasm of skin of trunk,a4e810a6-b300-5339-b7fa-367099059f84,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.59,Skin Cancer
267,C44,,Other and unspecified malignant neoplasm of skin,C44.590,Other specified malignant neoplasm of anal skin,62367ebe-7f3e-5147-b30f-a33e3ec63aa4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.590,Skin Cancer
268,C44,,Other and unspecified malignant neoplasm of skin,C44.591,Other specified malignant neoplasm of skin of breast,b5c18493-55b3-5cf8-a3cf-22875339a4b5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.591,Skin Cancer
269,C44,,Other and unspecified malignant neoplasm of skin,C44.599,Other specified malignant neoplasm of skin of other part of trunk,45a9f928-7f18-51f1-8b3b-467df3225b2e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.599,Skin Cancer
270,C44,,Other and unspecified malignant neoplasm of skin,C44.6,"Other and unspecified malignant neoplasm of skin of upper limb, including shoulder",93448814-618b-59cd-8afb-b24e88f4d5e8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.6,Skin Cancer
271,C44,,Other and unspecified malignant neoplasm of skin,C44.60,"Unspecified malignant neoplasm of skin of upper limb, including shoulder",b544cf26-1da9-521c-ac22-82a50cea4346,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.60,Skin Cancer
272,C44,,Other and unspecified malignant neoplasm of skin,C44.601,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder",5ca660d4-107e-5040-8f3f-1d07d78ea9cb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.601,Skin Cancer
273,C44,,Other and unspecified malignant neoplasm of skin,C44.602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder",95c22040-6178-5bdb-98a4-bf94be90cdbd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.602,Skin Cancer
274,C44,,Other and unspecified malignant neoplasm of skin,C44.609,"Unspecified malignant neoplasm of skin of left upper limb, including shoulder",2ba7c1c7-872c-53fc-b329-31b326e3caee,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.609,Skin Cancer
275,C44,,Other and unspecified malignant neoplasm of skin,C44.61,"Basal cell carcinoma of skin of upper limb, including shoulder",0d25e3c6-47aa-5aee-942c-9ed911576534,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.61,Skin Cancer
276,C44,,Other and unspecified malignant neoplasm of skin,C44.611,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder",47455d8d-f372-517c-a37d-4fc1a5a99e5d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.611,Skin Cancer
277,C44,,Other and unspecified malignant neoplasm of skin,C44.612,"Basal cell carcinoma of skin of right upper limb, including shoulder",d7a3ee9e-67f1-5cf9-b7a3-f31c43b49f96,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.612,Skin Cancer
278,C44,,Other and unspecified malignant neoplasm of skin,C44.619,"Basal cell carcinoma of skin of left upper limb, including shoulder",483d9458-e2aa-58dc-8452-035c5cae204f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.619,Skin Cancer
279,C44,,Other and unspecified malignant neoplasm of skin,C44.62,"Squamous cell carcinoma of skin of upper limb, including shoulder",bc719001-48aa-51d7-8dba-e42704abef59,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.62,Skin Cancer
280,C44,,Other and unspecified malignant neoplasm of skin,C44.621,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder",932296e4-6f34-597b-a63e-67c2bf1b04ef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.621,Skin Cancer
281,C44,,Other and unspecified malignant neoplasm of skin,C44.622,"Squamous cell carcinoma of skin of right upper limb, including shoulder",e4cd34ee-82b0-5a3d-9638-98b0d2531635,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.622,Skin Cancer
282,C44,,Other and unspecified malignant neoplasm of skin,C44.629,"Squamous cell carcinoma of skin of left upper limb, including shoulder",681165da-c2df-5ee3-bb8a-46a447d97377,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.629,Skin Cancer
283,C44,,Other and unspecified malignant neoplasm of skin,C44.69,"Other specified malignant neoplasm of skin of upper limb, including shoulder",c981f6b1-5698-573f-933a-462b00014b96,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.69,Skin Cancer
284,C44,,Other and unspecified malignant neoplasm of skin,C44.691,"Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder",3d87c94b-13f9-567a-86fb-c25eab972302,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.691,Skin Cancer
285,C44,,Other and unspecified malignant neoplasm of skin,C44.692,"Other specified malignant neoplasm of skin of right upper limb, including shoulder",b343be84-a357-5ce6-be0f-26be68c9ecbf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.692,Skin Cancer
286,C44,,Other and unspecified malignant neoplasm of skin,C44.699,"Other specified malignant neoplasm of skin of left upper limb, including shoulder",1527ffbf-dbf7-5d4e-921e-db56419cd03c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.699,Skin Cancer
287,C44,,Other and unspecified malignant neoplasm of skin,C44.7,"Other and unspecified malignant neoplasm of skin of lower limb, including hip",47576635-781f-5617-b385-bdd47ed7ff6a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.7,Skin Cancer
288,C44,,Other and unspecified malignant neoplasm of skin,C44.70,"Unspecified malignant neoplasm of skin of lower limb, including hip",19b36427-b8f7-5ea6-b1d6-2f3ed507be8a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.70,Skin Cancer
289,C44,,Other and unspecified malignant neoplasm of skin,C44.701,"Unspecified malignant neoplasm of skin of unspecified lower limb, including hip",057e4945-9088-5c8b-b5f1-ae873998f3bd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.701,Skin Cancer
290,C44,,Other and unspecified malignant neoplasm of skin,C44.702,"Unspecified malignant neoplasm of skin of right lower limb, including hip",5be3ae2e-0709-59c4-9831-55d2bd2c205f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.702,Skin Cancer
291,C44,,Other and unspecified malignant neoplasm of skin,C44.709,"Unspecified malignant neoplasm of skin of left lower limb, including hip",9073015d-615d-53c2-910e-1bf96d394b02,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.709,Skin Cancer
292,C44,,Other and unspecified malignant neoplasm of skin,C44.71,"Basal cell carcinoma of skin of lower limb, including hip",14d7100f-8fc6-5c7b-b1bb-8fa94316168b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.71,Skin Cancer
293,C44,,Other and unspecified malignant neoplasm of skin,C44.711,"Basal cell carcinoma of skin of unspecified lower limb, including hip",0639fbc3-263e-5440-932e-014bcfa5ac45,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.711,Skin Cancer
294,C44,,Other and unspecified malignant neoplasm of skin,C44.712,"Basal cell carcinoma of skin of right lower limb, including hip",61d84c74-ccb1-5e20-8360-2160ab9d9723,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.712,Skin Cancer
295,C44,,Other and unspecified malignant neoplasm of skin,C44.719,"Basal cell carcinoma of skin of left lower limb, including hip",139d20f1-be5e-551e-9793-5b3e3b172d60,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.719,Skin Cancer
296,C44,,Other and unspecified malignant neoplasm of skin,C44.72,"Squamous cell carcinoma of skin of lower limb, including hip",6aaebf06-ae66-5246-b253-6b6933a5b705,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.72,Skin Cancer
297,C44,,Other and unspecified malignant neoplasm of skin,C44.721,"Squamous cell carcinoma of skin of unspecified lower limb, including hip",a322e845-3071-56f5-8774-925eddd383f7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.721,Skin Cancer
298,C44,,Other and unspecified malignant neoplasm of skin,C44.722,"Squamous cell carcinoma of skin of right lower limb, including hip",e5657ef7-6cea-5261-bf8e-b639856f38ee,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.722,Skin Cancer
299,C44,,Other and unspecified malignant neoplasm of skin,C44.729,"Squamous cell carcinoma of skin of left lower limb, including hip",09077661-08d2-5186-950d-46cfd6ee8c46,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.729,Skin Cancer
300,C44,,Other and unspecified malignant neoplasm of skin,C44.79,"Other specified malignant neoplasm of skin of lower limb, including hip",4245d7bb-343c-5423-be9d-36b5965aa3d1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.79,Skin Cancer
301,C44,,Other and unspecified malignant neoplasm of skin,C44.791,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip",9d5292e4-b2b4-5b28-a415-33905a7ce365,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.791,Skin Cancer
302,C44,,Other and unspecified malignant neoplasm of skin,C44.792,"Other specified malignant neoplasm of skin of right lower limb, including hip",3e63b320-0392-5ecb-aa74-d37ce10fcba4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.792,Skin Cancer
303,C44,,Other and unspecified malignant neoplasm of skin,C44.799,"Other specified malignant neoplasm of skin of left lower limb, including hip",7081bcbf-d45b-5caa-bc79-01aec58f8d25,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.799,Skin Cancer
304,C44,,Other and unspecified malignant neoplasm of skin,C44.8,Other and unspecified malignant neoplasm of overlapping sites of skin,b8e9e1a2-25f6-5082-afe1-09d240a25c36,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.8,Skin Cancer
305,C44,,Other and unspecified malignant neoplasm of skin,C44.80,Unspecified malignant neoplasm of overlapping sites of skin,2b72c943-5a22-5138-b7e1-9ca61df14a51,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.80,Skin Cancer
306,C44,,Other and unspecified malignant neoplasm of skin,C44.81,Basal cell carcinoma of overlapping sites of skin,9adbbcc7-9d12-5492-95dd-c214c79e8c41,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.81,Skin Cancer
307,C44,,Other and unspecified malignant neoplasm of skin,C44.82,Squamous cell carcinoma of overlapping sites of skin,38847c83-1a20-521d-b684-f036d211def1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.82,Skin Cancer
308,C44,,Other and unspecified malignant neoplasm of skin,C44.89,Other specified malignant neoplasm of overlapping sites of skin,92b86090-1453-593f-9d6f-9d559969be0a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.89,Skin Cancer
309,C44,,Other and unspecified malignant neoplasm of skin,C44.9,"Other and unspecified malignant neoplasm of skin, unspecified",f7273ecf-467a-5884-a192-09c9e932ceee,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.9,Skin Cancer
310,C44,,Other and unspecified malignant neoplasm of skin,C44.90,"Unspecified malignant neoplasm of skin, unspecified",4579abb3-dfbf-5f9d-b455-b48615d2d62e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.90,Skin Cancer
311,C44,,Other and unspecified malignant neoplasm of skin,C44.91,"Basal cell carcinoma of skin, unspecified",3913884e-233c-56a7-87fa-bde0b60bda69,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.91,Skin Cancer
312,C44,,Other and unspecified malignant neoplasm of skin,C44.92,"Squamous cell carcinoma of skin, unspecified",79475afd-f2e8-59ca-8edb-fb7466a5a415,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.92,Skin Cancer
313,C44,,Other and unspecified malignant neoplasm of skin,C44.99,"Other specified malignant neoplasm of skin, unspecified",053639be-93fb-5dac-9699-188bb4021f50,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.99,Skin Cancer
314,C4A,,Merkel cell carcinoma,C4A.0,Merkel cell carcinoma of lip,b0f58bb3-d73d-5c8c-bc8a-d40326fff8e6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-/C4A.0,Merkel Cell Carcinoma
